# GNUBANDS: Utility for SIESTA to transform bands output into Gnuplot format
#
#                                                  Emilio Artacho, Feb. 1999
#                                                   Alberto Garcia, May 2012
#                                           Nick Papior, April 2013, July 2016
# --------------------------------------------------------------------------
# E_F / orig        =      0.0000    -4.7508
# k_min, k_max      =     0.0000    2.1067
# E_min, E_max      =   -24.0264  144.3208
# Nbands, Nspin, Nk =     26     1   151
# Using min_band, max_band =      1    26
# Total number of bands =     26
#
#        k            E
# --------------------------------------------------------------------------

      0.000000    -19.275573  1
      0.017808    -19.272573  1
      0.035615    -19.263573  1
      0.053423    -19.248573  1
      0.071230    -19.227473  1
      0.089038    -19.200373  1
      0.106845    -19.167273  1
      0.124653    -19.127973  1
      0.142460    -19.082473  1
      0.160268    -19.030973  1
      0.178075    -18.973273  1
      0.195883    -18.909373  1
      0.213690    -18.839273  1
      0.231498    -18.763173  1
      0.249305    -18.680873  1
      0.267113    -18.592473  1
      0.284920    -18.498073  1
      0.302728    -18.397673  1
      0.320535    -18.291273  1
      0.338343    -18.178973  1
      0.356151    -18.060773  1
      0.373958    -17.936773  1
      0.391766    -17.806873  1
      0.409573    -17.671273  1
      0.427381    -17.529973  1
      0.445188    -17.382973  1
      0.462996    -17.230373  1
      0.480803    -17.072373  1
      0.498611    -16.908773  1
      0.516418    -16.739873  1
      0.534226    -16.565773  1
      0.552033    -16.386373  1
      0.569841    -16.202073  1
      0.587648    -16.012773  1
      0.605456    -15.818773  1
      0.623263    -15.620273  1
      0.641071    -15.417373  1
      0.658878    -15.210473  1
      0.676686    -14.999873  1
      0.694494    -14.785873  1
      0.712301    -14.569173  1
      0.730109    -14.350173  1
      0.747916    -14.129873  1
      0.765724    -13.909073  1
      0.783531    -13.689373  1
      0.801339    -13.472373  1
      0.819146    -13.260573  1
      0.836954    -13.057373  1
      0.854761    -12.867073  1
      0.872569    -12.695473  1
      0.890376    -12.548973  1
      0.899280    -12.614173  1
      0.908184    -12.677973  1
      0.917088    -12.740573  1
      0.925991    -12.801973  1
      0.934895    -12.861973  1
      0.943799    -12.920673  1
      0.952703    -12.978173  1
      0.961606    -13.034373  1
      0.970510    -13.089173  1
      0.979414    -13.142773  1
      0.988318    -13.195073  1
      0.997221    -13.246073  1
      1.006125    -13.295673  1
      1.015029    -13.344073  1
      1.023933    -13.391173  1
      1.032837    -13.436873  1
      1.041740    -13.481273  1
      1.050644    -13.524473  1
      1.059548    -13.566273  1
      1.068452    -13.606773  1
      1.077355    -13.645973  1
      1.086259    -13.683773  1
      1.095163    -13.720373  1
      1.104067    -13.755573  1
      1.112970    -13.789473  1
      1.121874    -13.822073  1
      1.130778    -13.853273  1
      1.139682    -13.883173  1
      1.148585    -13.911773  1
      1.157489    -13.939073  1
      1.166393    -13.964973  1
      1.175297    -13.989673  1
      1.184200    -14.012973  1
      1.193104    -14.034873  1
      1.202008    -14.055473  1
      1.210912    -14.074773  1
      1.219816    -14.092773  1
      1.228719    -14.109473  1
      1.237623    -14.124773  1
      1.246527    -14.138773  1
      1.255431    -14.151373  1
      1.264334    -14.162673  1
      1.273238    -14.172673  1
      1.282142    -14.181373  1
      1.291046    -14.188673  1
      1.299949    -14.194673  1
      1.308853    -14.199273  1
      1.317757    -14.202673  1
      1.326661    -14.204673  1
      1.335564    -14.205273  1
      1.350986    -14.243873  1
      1.366408    -14.345973  1
      1.381830    -14.486473  1
      1.397252    -14.647173  1
      1.412673    -14.817973  1
      1.428095    -14.993073  1
      1.443517    -15.169673  1
      1.458939    -15.345873  1
      1.474360    -15.520673  1
      1.489782    -15.693173  1
      1.505204    -15.862973  1
      1.520626    -16.029773  1
      1.536047    -16.193273  1
      1.551469    -16.353273  1
      1.566891    -16.509573  1
      1.582313    -16.662173  1
      1.597735    -16.810873  1
      1.613156    -16.955573  1
      1.628578    -17.096273  1
      1.644000    -17.232873  1
      1.659422    -17.365273  1
      1.674843    -17.493573  1
      1.690265    -17.617573  1
      1.705687    -17.737373  1
      1.721109    -17.852773  1
      1.736530    -17.963973  1
      1.751952    -18.070673  1
      1.767374    -18.172973  1
      1.782796    -18.270973  1
      1.798218    -18.364373  1
      1.813639    -18.453373  1
      1.829061    -18.537873  1
      1.844483    -18.617773  1
      1.859905    -18.693173  1
      1.875326    -18.763973  1
      1.890748    -18.830273  1
      1.906170    -18.891873  1
      1.921592    -18.948973  1
      1.937014    -19.001373  1
      1.952435    -19.049173  1
      1.967857    -19.092373  1
      1.983279    -19.130973  1
      1.998701    -19.164973  1
      2.014122    -19.194373  1
      2.029544    -19.219273  1
      2.044966    -19.239573  1
      2.060388    -19.255273  1
      2.075809    -19.266573  1
      2.091231    -19.273273  1
      2.106653    -19.275573  1


      0.000000     -7.350473  1
      0.017808     -7.346773  1
      0.035615     -7.335873  1
      0.053423     -7.317773  1
      0.071230     -7.292273  1
      0.089038     -7.259673  1
      0.106845     -7.219773  1
      0.124653     -7.172573  1
      0.142460     -7.118273  1
      0.160268     -7.056873  1
      0.178075     -6.988273  1
      0.195883     -6.912473  1
      0.213690     -6.829773  1
      0.231498     -6.739973  1
      0.249305     -6.643173  1
      0.267113     -6.539573  1
      0.284920     -6.429073  1
      0.302728     -6.311773  1
      0.320535     -6.187773  1
      0.338343     -6.350273  1
      0.356151     -6.593273  1
      0.373958     -6.836473  1
      0.391766     -7.079273  1
      0.409573     -7.320973  1
      0.427381     -7.561373  1
      0.445188     -7.799873  1
      0.462996     -8.036173  1
      0.480803     -8.270073  1
      0.498611     -8.501073  1
      0.516418     -8.729073  1
      0.534226     -8.953673  1
      0.552033     -9.174873  1
      0.569841     -9.392373  1
      0.587648     -9.606073  1
      0.605456     -9.815673  1
      0.623263    -10.021173  1
      0.641071    -10.222473  1
      0.658878    -10.419373  1
      0.676686    -10.611873  1
      0.694494    -10.799773  1
      0.712301    -10.983073  1
      0.730109    -11.161573  1
      0.747916    -11.335473  1
      0.765724    -11.504473  1
      0.783531    -11.668573  1
      0.801339    -11.827773  1
      0.819146    -11.982073  1
      0.836954    -12.131373  1
      0.854761    -12.275573  1
      0.872569    -12.414873  1
      0.890376    -12.548973  1
      0.899280    -12.487273  1
      0.908184    -12.434173  1
      0.917088    -12.390073  1
      0.925991    -12.355273  1
      0.934895    -12.329473  1
      0.943799    -12.312273  1
      0.952703    -12.303173  1
      0.961606    -12.301273  1
      0.970510    -12.305673  1
      0.979414    -12.315573  1
      0.988318    -12.329973  1
      0.997221    -12.348273  1
      1.006125    -12.369573  1
      1.015029    -12.393473  1
      1.023933    -12.419273  1
      1.032837    -12.446473  1
      1.041740    -12.474873  1
      1.050644    -12.503973  1
      1.059548    -12.533573  1
      1.068452    -12.563473  1
      1.077355    -12.593273  1
      1.086259    -12.622973  1
      1.095163    -12.652473  1
      1.104067    -12.681373  1
      1.112970    -12.709873  1
      1.121874    -12.737673  1
      1.130778    -12.764773  1
      1.139682    -12.791073  1
      1.148585    -12.816473  1
      1.157489    -12.840973  1
      1.166393    -12.864573  1
      1.175297    -12.887073  1
      1.184200    -12.908573  1
      1.193104    -12.928973  1
      1.202008    -12.948173  1
      1.210912    -12.966373  1
      1.219816    -12.983373  1
      1.228719    -12.999173  1
      1.237623    -13.013673  1
      1.246527    -13.027073  1
      1.255431    -13.039273  1
      1.264334    -13.050073  1
      1.273238    -13.059773  1
      1.282142    -13.068073  1
      1.291046    -13.075173  1
      1.299949    -13.080973  1
      1.308853    -13.085573  1
      1.317757    -13.088773  1
      1.326661    -13.090673  1
      1.335564    -13.091373  1
      1.350986    -13.049273  1
      1.366408    -12.936773  1
      1.381830    -12.778873  1
      1.397252    -12.593873  1
      1.412673    -12.391973  1
      1.428095    -12.178873  1
      1.443517    -11.957473  1
      1.458939    -11.729773  1
      1.474360    -11.496973  1
      1.489782    -11.259873  1
      1.505204    -11.018973  1
      1.520626    -10.774873  1
      1.536047    -10.527873  1
      1.551469    -10.278373  1
      1.566891    -10.026573  1
      1.582313     -9.772873  1
      1.597735     -9.517573  1
      1.613156     -9.260773  1
      1.628578     -9.002973  1
      1.644000     -8.744373  1
      1.659422     -8.485273  1
      1.674843     -8.226073  1
      1.690265     -7.967073  1
      1.705687     -7.708573  1
      1.721109     -7.451073  1
      1.736530     -7.194973  1
      1.751952     -6.940773  1
      1.767374     -6.688773  1
      1.782796     -6.439673  1
      1.798218     -6.273273  1
      1.813639     -6.376973  1
      1.829061     -6.475573  1
      1.844483     -6.569173  1
      1.859905     -6.657673  1
      1.875326     -6.740973  1
      1.890748     -6.818973  1
      1.906170     -6.891873  1
      1.921592     -6.959373  1
      1.937014     -7.021673  1
      1.952435     -7.078573  1
      1.967857     -7.130073  1
      1.983279     -7.176273  1
      1.998701     -7.216973  1
      2.014122     -7.252373  1
      2.029544     -7.282373  1
      2.044966     -7.306873  1
      2.060388     -7.325873  1
      2.075809     -7.339573  1
      2.091231     -7.347773  1
      2.106653     -7.350473  1


      0.000000     -3.195173  1
      0.017808     -3.207573  1
      0.035615     -3.245273  1
      0.053423     -3.307373  1
      0.071230     -3.392873  1
      0.089038     -3.500273  1
      0.106845     -3.627873  1
      0.124653     -3.774073  1
      0.142460     -3.936773  1
      0.160268     -4.114273  1
      0.178075     -4.304673  1
      0.195883     -4.506273  1
      0.213690     -4.717373  1
      0.231498     -4.936473  1
      0.249305     -5.162173  1
      0.267113     -5.393273  1
      0.284920     -5.628573  1
      0.302728     -5.867073  1
      0.320535     -6.107873  1
      0.338343     -6.057173  1
      0.356151     -5.920073  1
      0.373958     -5.776473  1
      0.391766     -5.807473  1
      0.409573     -6.004273  1
      0.427381     -6.203073  1
      0.445188     -6.403273  1
      0.462996     -6.604473  1
      0.480803     -6.806073  1
      0.498611     -7.007673  1
      0.516418     -7.208873  1
      0.534226     -7.409073  1
      0.552033     -7.607973  1
      0.569841     -7.805173  1
      0.587648     -8.000273  1
      0.605456     -8.192873  1
      0.623263     -8.382473  1
      0.641071     -8.568773  1
      0.658878     -8.751373  1
      0.676686     -8.929673  1
      0.694494     -9.103373  1
      0.712301     -9.271673  1
      0.730109     -9.434073  1
      0.747916     -9.589573  1
      0.765724     -9.737373  1
      0.783531     -9.875973  1
      0.801339    -10.003673  1
      0.819146    -10.118073  1
      0.836954    -10.215973  1
      0.854761    -10.293173  1
      0.872569    -10.344173  1
      0.890376    -10.362573  1
      0.899280    -10.357673  1
      0.908184    -10.342373  1
      0.917088    -10.316273  1
      0.925991    -10.279473  1
      0.934895    -10.231973  1
      0.943799    -10.174273  1
      0.952703    -10.107073  1
      0.961606    -10.031273  1
      0.970510     -9.947773  1
      0.979414     -9.857473  1
      0.988318     -9.761473  1
      0.997221     -9.660573  1
      1.006125     -9.555473  1
      1.015029     -9.446973  1
      1.023933     -9.335773  1
      1.032837     -9.222273  1
      1.041740     -9.106973  1
      1.050644     -8.990473  1
      1.059548     -8.873173  1
      1.068452     -8.755273  1
      1.077355     -8.637273  1
      1.086259     -8.519473  1
      1.095163     -8.402073  1
      1.104067     -8.285573  1
      1.112970     -8.170073  1
      1.121874     -8.055873  1
      1.130778     -7.943273  1
      1.139682     -7.832673  1
