100 -965.664983	 14.088
150 -965.651222	 14.497
200 -965.647811	 14.762
250 -965.646070	 15.562
300 -965.646070	 16.036
350 -965.646070	 15.501
400 -965.645810	 15.744
450 -965.645575	 16.706
500 -965.645575	 16.780
550 -965.645439	 18.129
600 -965.645439	 18.068
650 -965.645439	 18.586
700 -965.645365	 20.733
750 -965.645365	 20.911
800 -965.645365	 21.226
