0.50 -28.775302
0.55 -29.851218
0.60 -30.557532
0.65 -31.003187
0.70 -31.260614
0.75 -31.381940
0.80 -31.403912
0.85 -31.351233
0.90 -31.243897
0.95 -31.096470
1.00 -30.919592
1.05 -30.722121
1.10 -30.510987
1.15 -30.291318
1.20 -30.067060
